page,n_orden,localidad,total,varones,mujeres,suma_vm,delta,estado
v4_p02,595,Avellaneda,490,238,252,490,0,ok
v4_p02,68,Avellaneda,5557,2748,2809,5557,0,ok
v4_p02,390,Bajo Chico,1051,577,474,1051,0,ok
v4_p02,98,Balnearia,4237,2008,2229,4237,0,ok
v4_p02,158,Ballesteros,2844,1404,1440,2844,0,ok
v4_p02,125,Barrancas,3542,1786,1756,3542,0,ok
v4_p02,744,Barreto,176,97,79,176,0,ok
v4_p02,474,Baver y Sigel,775,425,350,775,0,ok
v4_p02,12,Bell-Ville,19269,9129,10140,19269,0,ok
v4_p02,432,Bengolea,918,502,416,918,0,ok
v4_p02,355,Benjamín Gould,1194,645,549,1194,0,ok
v4_p02,221,Berabevú,1774,871,903,1774,0,ok
v4_p02,483,Berna,745,369,376,745,0,ok
v4_p02,272,Bernardo de Irigoyen,1547,839,708,1547,0,ok
v4_p02,144,Berrotarán,3131,1570,1561,3131,0,ok
v4_p02,396,Bialet Massé,1029,532,497,1029,0,ok
v4_p02,111,Bigand,3884,1996,1888,3884,0,ok
v4_p02,485,Bismarck,741,379,362,741,0,ok
v4_p02,342,Bombal,1256,641,615,1256,0,ok
v4_p02,349,Bouquet,1226,639,587,1226,0,ok
v4_p02,510,Bouwer,688,383,305,688,0,ok
v4_p02,161,Brinkman,2826,1409,1417,2826,0,ok
v4_p02,244,Buchardo,1660,843,817,1660,0,ok
v4_p02,364,Bulnes,1181,616,565,1181,0,ok
v4_p02,444,Bustinza,887,456,431,887,0,ok
v4_p02,610,Cabal,463,251,212,463,0,ok
v4_p02,642,Cabana,379,193,186,379,0,ok
v4_p02,430,Cacique Ariacaiquín,936,486,450,936,0,ok
v4_p02,234,Cafferata,1711,933,778,1711,0,ok
v4_p02,90,Calchaquí,4493,2215,2278,4493,0,ok
v4_p02,353,Calchín,1203,594,609,1203,0,ok
v4_p02,108,Camilo Aldao,3933,1999,1934,3933,0,ok
v4_p03,733,Caminiaga,207,102,105,207,0,ok
v4_p03,63,Canals,5918,2981,2937,5918,0,ok
v4_p03,729,Candelaria,210,115,95,210,0,ok
v4_p03,686,Candelaria,291,151,140,291,0,ok
v4_p03,643,Candelaria Norte,379,187,192,379,0,ok
v4_p03,413,Canteras el Sauce,975,534,441,975,0,ok
v4_p03,701,Cañada de Alvarez,262,127,135,262,0,ok
v4_p03,11,Cañada de Gómez,20462,10354,10108,20462,0,ok
v4_p03,730,Cañada del Río Pinto,209,108,101,209,0,ok
v4_p03,453,Cañada de Luque,809,416,393,809,0,ok
v4_p03,593,Cañada de Machado,491,276,215,491,0,ok
v4_p03,418,Cañada del Ucle,967,513,454,967,0,ok
v4_p03,370,Cañada Rica,1157,635,522,1157,0,ok
v4_p03,113,Cañada Rosquín,3865,1998,1867,3865,0,ok
v4_p03,124,Cañada Verde,3558,1794,1764,3558,0,ok
v4_p03,480,Cap. de la Sgrda. Familia,749,364,385,749,0,ok
v4_p03,584,Capilla del Carmen,501,276,225,501,0,ok
v4_p03,61,Capilla del Monte,5980,2892,3088,5980,0,ok
v4_p03,404,Capilla de los Remedios,1000,505,495,1000,0,ok
v4_p03,722,Capilla del Romero,224,116,108,224,0,ok
v4_p03,721,Capilla de Sitón,224,120,104,224,0,ok
v4_p03,28,Capitán Bermúdez,11262,5798,5464,11262,0,ok
v4_p03,360,Capivara,1185,672,513,1185,0,ok
v4_p03,50,Carcarañá,6775,3489,3286,6775,0,ok
v4_p03,105,Carlos Pellegrini,4005,2019,1986,4005,0,ok
v4_p03,257,Carmen,1598,812,786,1598,0,ok
v4_p03,489,Carmen del Sauce,737,388,349,737,0,ok
v4_p03,407,Carnerillo,995,519,476,995,0,ok
v4_p03,700,Carolina,263,155,108,263,0,ok
v4_p03,190,Carreras,1976,1040,936,1976,0,ok
v4_p03,386,Carrilobo,1064,489,575,1064,0,ok
v4_p03,229,Carrizales,1744,904,840,1744,0,ok
v4_p03,766,Casa Bamba,118,64,54,118,0,ok
v4_p03,570,Casa Grande,534,311,223,534,0,ok
v4_p03,632,Casalegno,420,233,187,420,0,ok
v4_p03,357,Casas,1191,648,543,1191,0,ok
v4_p03,17,Casilda,17216,8481,8735,17216,0,ok
v4_p03,772,Casaffousth,108,62,46,108,0,ok
v4_p03,423,Castelar,957,507,450,957,0,ok
v4_p03,638,Castellanos,395,205,190,395,0,ok
v4_p03,324,Cavanagh,1306,706,600,1306,0,ok
v4_p04,567,Cavour,496,259,237,496,0,ok
v4_p04,266,Cayastá,1554,781,773,1554,0,ok
v4_p04,394,Cayastacito,1040,563,477,1040,0,ok
v4_p04,498,Cello,716,374,342,716,0,ok
v4_p04,299,Centeno,1435,755,680,1435,0,ok
v4_p04,546,Cepeda,603,320,283,603,0,ok
v4_p04,36,Ceres,9578,4627,4951,9578,0,ok
v4_p04,745,Ciénaga de Allende,174,89,85,174,0,ok
v4_p04,517,Ciénaga del Coro,674,331,343,674,0,ok
v4_p04,251,Cintra,1621,821,800,1621,0,ok
v4_p04,300,Classon,1422,821,601,1422,0,ok
v4_p04,400,Clucellas,1011,513,498,1011,0,ok
v4_p04,533,Colazo,630,298,332,630,0,ok
v4_p04,522,Colonia Almada,662,365,297,662,0,ok
v4_p04,613,Colonia Anita,459,252,207,459,0,ok
v4_p04,619,Colonia Barge,444,251,193,444,0,ok
v4_p04,420,Colonia Belgrano,961,469,492,961,0,ok
v4_p04,684,Colonia Bicha,292,152,140,292,0,ok
v4_p04,559,Colonia Bossi,577,314,263,577,0,ok
v4_p04,428,Colonia Bremen,938,531,407,938,0,ok
v4_p04,77,Colonia Caroya,5149,2593,2556,5149,0,ok
v4_p04,723,Colonia Coyunda,223,114,109,223,0,ok
v4_p04,611,Colonia 10 de Julio,463,249,214,463,0,ok
v4_p04,644,Colonia el Carmen,378,201,177,378,0,ok
v4_p04,127,Colonia Ella,3498,1733,1765,3498,0,ok
v4_p04,514,Colonia Italiana,675,382,293,675,0,ok
v4_p04,425,Colonia la Tordilla,950,509,441,950,0,ok
v4_p04,384,Colonia Marina,1071,550,521,1071,0,ok
v4_p04,541,Colonia O'Higgins,613,340,273,613,0,ok
v4_p04,553,Colonia Prosperidad,587,330,257,587,0,ok
v4_p04,552,Colonia Raquel,590,317,273,590,0,ok
v4_p04,392,Colonia Rosa,1048,551,497,1048,0,ok
v4_p04,692,Colonia Santa María,278,153,125,278,0,ok
v4_p04,505,Colonia Santa María,694,387,307,694,0,ok
v4_p04,706,Colonia Tirolesa,256,137,119,256,0,ok
v4_p04,747,Colonia Videla,168,92,76,168,0,ok
v4_p04,391,Colonia Vignaud,1050,605,445,1050,0,ok
v4_p04,669,Colonia Waltelina,314,163,151,314,0,ok
v4_p04,191,Concepción del Tío,1962,1002,960,1962,0,ok
v4_p04,637,Conlara,396,210,186,396,0,ok
v4_p04,538,Constanza,624,338,286,624,0,ok
v4_p05,756,Copacabana,137,72,65,137,0,ok
v4_p05,2,Córdoba,586015,283871,302144,586015,0,ok
v4_p05,35,Coronda,9611,5020,4591,9611,0,ok
v4_p05,335,Coronel Arnold,1269,689,580,1269,0,ok
v4_p05,264,Coronel Baigorria,1567,845,722,1567,0,ok
v4_p05,337,Coronel Bogado,1262,630,632,1262,0,ok
v4_p05,408,Coronel Domínguez,995,546,449,995,0,ok
v4_p05,625,Coronel Fraga,427,225,202,427,0,ok
v4_p05,60,Corral de Bustos,5986,3017,2969,5986,0,ok
v4_p05,240,Corralito,1667,860,807,1667,0,ok
v4_p05,138,Correa,3220,1700,1520,3220,0,ok
v4_p05,406,Cosme,998,507,491,998,0,ok
v4_p05,37,Cosquín,9488,4454,5034,9488,0,ok
v4_p05,403,Costa Sacate,1001,554,447,1001,0,ok
v4_p05,774,Cotagaita,107,59,48,107,0,ok
v4_p05,329,Crispi,1281,692,589,1281,0,ok
v4_p05,66,Cruz Alta,5716,2857,2859,5716,0,ok
v4_p05,718,Cruz Chica,233,120,113,233,0,ok
v4_p05,9,Cruz del Eje,22026,10370,11656,22026,0,ok
v4_p05,462,Cululú,815,442,373,815,0,ok
v4_p05,603,Curapaligüe,477,263,214,477,0,ok
v4_p05,468,Curupaity,799,465,334,799,0,ok
v4_p05,84,Chabás,4916,2562,2354,4916,0,ok
v4_p05,459,Chaján,832,489,343,832,0,ok
v4_p05,679,Chalacea,302,168,134,302,0,ok
v4_p05,545,Chancaní,605,297,308,605,0,ok
v4_p05,738,Chañaritos,194,110,84,194,0,ok
v4_p05,83,Chañar Ladeado,4979,2520,2459,4979,0,ok
v4_p05,466,Chapuy,803,450,353,803,0,ok
v4_p05,630,Charbonier,421,206,215,421,0,ok
v4_p05,523,Charras,658,360,298,658,0,ok
v4_p05,285,Chateaubriand,1490,789,701,1490,0,ok
v4_p05,371,Chazón,1156,596,560,1156,0,ok
v4_p05,455,Chilibroste,844,448,396,844,0,ok
v4_p05,277,Chovet,1518,808,710,1518,0,ok
v4_p05,431,Christophersen,934,573,361,934,0,ok
v4_p05,716,Chuchiras,234,135,99,234,0,ok
v4_p05,499,Chucul,714,398,316,714,0,ok
v4_p05,557,Chuña,582,295,287,582,0,ok
v4_p05,614,Chuña Huasi,458,243,215,458,0,ok
v4_p05,762,Churqui Cañada,126,65,61,126,0,ok
v4_p06,365,Dalmacio Vélez Sarsfield,1175,622,553,1175,0,ok
v4_p06,20,Deán Funes,16280,7655,8625,16280,0,ok
v4_p06,732,De la Serna,209,120,89,209,0,ok
v4_p06,254,Del Campillo,1614,861,753,1614,0,ok
v4_p06,202,Despeñaderos,1904,963,941,1904,0,ok
v4_p06,562,Desvío Arijón,571,311,260,571,0,ok
v4_p06,759,Desvío las Mojarras,129,73,56,129,0,ok
v4_p06,667,Desvío Km. 691,317,179,138,317,0,ok
v4_p06,147,Devoto,3074,1520,1554,3074,0,ok
v4_p06,319,Díaz,1334,687,647,1334,0,ok
v4_p06,256,Diego de Alvear,1602,860,742,1602,0,ok
v4_p06,664,Diego de Rojas,325,160,165,325,0,ok
v4_p06,218,Dumesnil,1791,965,826,1791,0,ok
v4_p06,476,Eguzquiza,763,414,349,763,0,ok
v4_p06,348,El Arañado,1227,657,570,1227,0,ok
v4_p06,682,El Cano,298,156,142,298,0,ok
v4_p06,626,El Crispín,426,242,184,426,0,ok
v4_p06,705,El Chacho,257,132,125,257,0,ok
v4_p06,312,Elena,1369,676,693,1369,0,ok
v4_p06,334,El Fortín,1272,661,611,1272,0,ok
v4_p06,558,El Fuertecito,578,303,271,574,4,flag
v4_p06,330,Elisa,1278,671,607,1278,0,ok
v4_p06,651,El Manzano,370,208,162,370,0,ok
v4_p06,76,Elortondo,5147,2663,2484,5147,0,ok
v4_p06,720,El Perchel,225,121,104,225,0,ok
v4_p06,656,El Quebracho,356,182,174,356,0,ok
v4_p06,726,El Quebracho,214,112,102,214,0,ok
v4_p06,493,El Rastreador,728,404,324,728,0,ok
v4_p06,176,El Sombrerito,2414,1317,1097,2414,0,ok
v4_p06,292,El Tío,1463,750,713,1463,0,ok
v4_p06,62,El Trébol,5954,3012,2942,5954,0,ok
v4_p06,183,Embalse,2112,1006,1106,2112,0,ok
v4_p06,439,Emilia,903,453,450,903,0,ok
v4_p06,636,Empalme San Carlos,408,214,194,408,0,ok
v4_p06,146,Empalme V. Constitución,3095,1603,1492,3095,0,ok
v4_p06,655,Encrucijada,357,179,178,357,0,ok
v4_p06,435,Esmeralda,911,482,429,911,0,ok
v4_p06,19,Esperanza,16606,7994,8612,16606,0,ok
v4_p06,600,Espinillo,479,251,228,479,0,ok
v4_p06,609,Esteban Rams,466,258,208,466,0,ok
v4_p06,703,Esther,260,150,110,260,0,ok
v4_p07,164,Etruria,2785,1466,1319,2785,0,ok
v4_p07,453,Eusebia,849,474,375,849,0,ok
v4_p07,598,Eustolia,486,257,229,486,0,ok
v4_p07,589,Falda del Carmen,494,270,224,494,0,ok
v4_p07,482,Felicia,747,355,392,747,0,ok
v4_p07,211,Fighiera,1827,918,909,1827,0,ok
v4_p07,38,Firmat,9484,4903,4581,9484,0,ok
v4_p07,279,Florencia,1508,744,764,1508,0,ok
v4_p07,676,Fragueyro,307,176,131,307,0,ok
v4_p07,268,Frank,1553,809,744,1553,0,ok
v4_p07,697,Fray Cayetano Rodríguez,266,168,98,266,0,ok
v4_p07,80,Fray Luis Beltrán,5093,2634,2459,5093,0,ok
v4_p07,152,Freyre,3026,1452,1574,3026,0,ok
v4_p07,192,Froilán Palacios,1948,1023,925,1948,0,ok
v4_p07,238,Frontera,1672,861,811,1672,0,ok
v4_p07,316,Fuentes,1337,699,638,1337,0,ok
v4_p07,91,Funes,4484,2295,2189,4484,0,ok
v4_p07,232,Gaboto,1737,929,808,1737,0,ok
v4_p07,678,Galisteo,304,174,130,304,0,ok
v4_p07,25,Gálvez,11759,5808,5951,11759,0,ok
v4_p07,572,Garabato,525,284,241,525,0,ok
v4_p07,540,Garibaldi,616,324,292,616,0,ok
v4_p07,328,General Baldissera,1282,660,622,1282,0,ok
v4_p07,70,General Cabrera,5455,2708,2747,5455,0,ok
v4_p07,148,General Deheza,3056,1606,1450,3056,0,ok
v4_p07,691,General Fotheringham,280,146,134,280,0,ok
v4_p07,399,General Gelly,1018,542,476,1018,0,ok
v4_p07,149,General Levalle,3050,1524,1526,3050,0,ok
v4_p07,456,General Paz,838,434,404,838,0,ok
v4_p07,194,General Roca,1945,962,983,1945,0,ok
v4_p07,710,General Soler,245,141,104,245,0,ok
v4_p07,395,Gessler,1038,525,513,1038,0,ok
v4_p07,475,Gobernador Candioti,767,403,364,767,0,ok
v4_p07,294,Gobernador Crespo,1457,740,717,1457,0,ok
v4_p07,241,Gödeken,1666,891,775,1666,0,ok
v4_p07,252,Godoy,1620,837,783,1620,0,ok
v4_p07,419,Golondrina,966,543,423,966,0,ok
v4_p07,64,Granadero Baigorria,5818,2975,2843,5818,0,ok
v4_p07,313,Grutly,1349,712,537,1249,100,flag
v4_p07,680,Guanaco Muerto,301,161,140,301,0,ok
v4_p07,694,Guardia Vieja,276,152,124,276,0,ok
v4_p08,649,Guasapampa,374,173,201,374,0,ok
v4_p08,163,Guatimozín,2801,1500,1301,2801,0,ok
v4_p08,511,Gutemberg,685,348,337,685,0,ok
v4_p08,167,Helvecia,2702,1329,1373,2702,0,ok
v4_p08,55,Hernando,6453,3179,3274,6453,0,ok
v4_p08,136,Hersilia,3278,1595,1683,3278,0,ok
v4_p08,568,Hipatía,536,305,231,536,0,ok
v4_p08,175,Holmberg,2439,1232,1207,2439,0,ok
v4_p08,494,Huanchilla,722,395,327,722,0,ok
v4_p08,288,Huanqueros,1469,831,638,1469,0,ok
v4_p08,151,Huerta Grande,3028,1432,1596,3028,0,ok
v4_p08,258,Hughes,1594,816,778,1594,0,ok
v4_p08,73,Huinca Renancó,5302,2673,2629,5302,0,ok
v4_p08,92,Humberto 1º,4453,2163,2290,4453,0,ok
v4_p08,346,Humboldt,1229,602,627,1229,0,ok
v4_p08,446,Ibarlucea,873,494,379,873,0,ok
v4_p08,262,Idiazábal,1576,924,652,1576,0,ok
v4_p08,525,Iglesias Viejas,654,365,289,654,0,ok
v4_p08,467,Ingeniero Chanourdié,803,412,391,803,0,ok
v4_p08,130,Irivilli,3408,1794,1614,3408,0,ok
v4_p08,601,Intiyaco,479,233,246,479,0,ok
v4_p08,343,Irigoyen,1236,652,584,1236,0,ok
v4_p08,123,Isla Verde,3603,1845,1758,3603,0,ok
v4_p08,421,Italó,959,523,436,959,0,ok
v4_p08,624,Jacinto L. Arauz,429,236,193,429,0,ok
v4_p08,617,Jaime Peter,449,223,226,449,0,ok
v4_p08,120,James Craik,3628,1815,1813,3628,0,ok
v4_p08,775,Jean Maire,103,63,40,103,0,ok
v4_p08,32,Jesús María,9921,4716,5205,9921,0,ok
v4_p08,207,Jesús María,1855,972,883,1855,0,ok
v4_p08,34,Jobson,9754,4626,5128,9754,0,ok
v4_p08,504,José de la Quintana,698,477,221,698,0,ok
v4_p08,426,Josefina,943,493,450,943,0,ok
v4_p08,259,Jovita,1589,822,767,1589,0,ok
v4_p08,358,J. B. Molina,1189,618,571,1189,0,ok
v4_p08,536,Juárez Celman,628,330,298,628,0,ok
v4_p08,186,Juncal,1997,1015,982,1997,0,ok
v4_p08,110,Justiniano Posse,3891,1972,1919,3891,0,ok
v4_p08,567,Kilómetro 711,547,285,262,547,0,ok
v4_p08,112,Laborde,3875,1918,1957,3875,0,ok
v4_p08,305,Labordeboy,1398,760,638,1398,0,ok
v4_p09,27,Laboulaye,11265,5507,5758,11265,0,ok
v4_p09,492,La Buena Parada,730,366,364,730,0,ok
v4_p09,162,La Calera,2818,1358,1460,2818,0,ok
v4_p09,53,La Carlota,6532,3202,3330,6532,0,ok
v4_p09,377,La Cautiva,1117,628,489,1117,0,ok
v4_p09,309,La Cesira,1379,767,612,1379,0,ok
v4_p09,688,La Cortadera,288,148,140,288,0,ok
v4_p09,306,La Criolla,1396,704,692,1396,0,ok
v4_p09,561,La Cruz,575,267,308,575,0,ok
v4_p09,85,La Cumbre,4768,2268,2500,4768,0,ok
v4_p09,486,La Chispa,741,425,316,741,0,ok
v4_p09,156,La Falda,2908,1363,1545,2908,0,ok
v4_p09,182,La Francia,2137,1048,1089,2137,0,ok
v4_p09,99,La Gallareta,4178,2131,2047,4178,0,ok
v4_p09,620,La Gilda,444,245,199,444,0,ok
v4_p09,338,La Granja,1261,650,611,1261,0,ok
v4_p09,639,Laguna del Monte,390,259,131,390,0,ok
v4_p09,121,Laguna Larga,3609,1827,1782,3609,0,ok
v4_p09,496,La Higuera,719,360,359,719,0,ok
v4_p09,660,La Isla de San Antonio,335,190,145,335,0,ok
v4_p09,295,La Laguna,1456,761,695,1456,0,ok
v4_p09,526,La Lucila,651,359,292,651,0,ok
v4_p09,753,La Nacional,154,83,71,154,0,ok
v4_p09,231,Landeta,1737,910,827,1737,0,ok
v4_p09,320,Lanteri,1326,668,658,1326,0,ok
v4_p09,479,La Palestina,750,420,330,750,0,ok
v4_p09,599,La Pampa,486,252,234,486,0,ok
v4_p09,452,La Paquita,854,444,410,854,0,ok
v4_p09,197,La Para,1923,918,1005,1923,0,ok
v4_p09,506,La Paz,694,330,364,694,0,ok
v4_p09,242,La Pelada,1666,900,766,1666,0,ok
v4_p09,698,La Playa,265,127,138,265,0,ok
v4_p09,344,La Playosa,1233,599,634,1233,0,ok
v4_p09,618,La Población,445,221,224,445,0,ok
v4_p09,665,La Posta,322,157,165,322,0,ok
v4_p09,307,La Puerta,1393,676,717,1393,0,ok
v4_p09,569,La Puerta,535,296,239,535,0,ok
v4_p09,508,Larrechea,690,358,332,690,0,ok
v4_p09,490,La Rubia,736,372,364,736,0,ok
v4_p09,449,La Vanguardia,867,475,392,867,0,ok
v4_p09,193,Las Acequias,1945,1050,895,1945,0,ok
