page,n_orden,localidad,total,varones,mujeres,suma_vm,delta,estado
v7_p11,214,Yala,613,327,286,613,0,ok
v7_p11,270,Yaví,472,197,275,472,0,ok
v7_p11,33,Yerba Buena,4519,2274,2245,4519,0,ok
v7_p11,417,Yoscaba,116,42,74,116,0,ok
v7_p11,239,Yuchán,562,321,241,562,0,ok
v7_p11,276,Yuto,451,234,217,451,0,ok
v8_p01,200,Agua Escondida,29,19,10,29,0,ok
v8_p01,22,Albardón,6985,3466,3519,6985,0,ok
v8_p01,47,Algarrobal,2093,1082,1011,2093,0,ok
v8_p01,92,Algarrobo Verde,1279,665,614,1279,0,ok
v8_p01,44,Alto de Sierra,2468,1252,1216,2468,0,ok
v8_p01,192,Alto Pelado,120,66,54,120,0,ok
v8_p01,165,Alto Pencoso,338,175,163,338,0,ok
v8_p01,117,Anchorena,862,436,426,862,0,ok
v8_p01,100,Andrade,1191,645,546,1191,0,ok
v8_p01,169,Angualasto,312,186,126,312,0,ok
v8_p01,101,Arizona,1167,639,528,1167,0,ok
v8_p01,167,Astica,321,162,159,321,0,ok
v8_p01,168,Bagual,317,190,127,317,0,ok
v8_p01,141,Balde,521,281,240,521,0,ok
v8_p01,75,Barreal,1790,967,823,1790,0,ok
v8_p01,148,Batavia,457,258,199,457,0,ok
v8_p01,110,Beazley,1070,609,461,1070,0,ok
v8_p01,30,Bermejito,4403,2190,2213,4403,0,ok
v8_p01,138,Bermejo,578,306,272,578,0,ok
v8_p01,33,Bowen,4058,2044,2014,4058,0,ok
v8_p01,104,Buena Esperanza,1145,610,535,1145,0,ok
v8_p01,115,Calingasta,910,475,435,910,0,ok
v8_p01,94,Candelaria,1248,615,633,1248,0,ok
v8_p01,163,Cañada Honda,345,185,160,345,0,ok
v8_p01,58,Cañada Seca,1986,1063,923,1986,0,ok
v8_p01,179,Carpintería,219,122,97,219,0,ok
v8_p01,53,Carrodilla,2000,976,1024,2000,0,ok
v8_p01,13,Caucete,11950,5864,6086,11950,0,ok
v8_p01,161,Cienegüita,354,203,151,354,0,ok
v8_p01,89,Cochagual,1335,748,587,1335,0,ok
v8_p01,37,Colonia Alvear Oeste,3665,1833,1832,3665,0,ok
v8_p01,74,Concarán,1844,901,943,1844,0,ok
v8_p01,54,Coquimbito,1998,1023,975,1998,0,ok
v8_p01,50,Costa del Araujo,2003,1039,964,2003,0,ok
v8_p01,67,Cuadro Nacional,1879,917,962,1879,0,ok
v8_p01,63,Cruz de Piedra,1948,999,949,1948,0,ok
v8_p01,32,Chacras de Coria,4109,2068,2041,4109,0,ok
v8_p01,78,Chilecito,1584,831,753,1584,0,ok
v8_p01,15,Chimbas,11398,5854,5544,11398,0,ok
v8_p01,197,Chosmes,90,52,38,90,0,ok
v8_p01,191,Chucuma,129,63,66,129,0,ok
v8_p02,109,Divisoria,1090,569,521,1090,0,ok
v8_p02,151,Dixonville,441,242,199,441,0,ok
v8_p02,154,El Chorrillo,432,250,182,432,0,ok
v8_p02,196,El Gigante,100,59,41,100,0,ok
v8_p02,108,El Nihuil,1103,660,443,1103,0,ok
v8_p02,48,El Resguardo,2012,1018,994,2012,0,ok
v8_p02,153,El Volcán,432,231,201,432,0,ok
v8_p02,155,Embalse La Florida,417,223,194,417,0,ok
v8_p02,65,Eugenio Bustos,1906,963,943,1906,0,ok
v8_p02,130,Fortuna,709,405,304,709,0,ok
v8_p02,135,Fraga,618,337,281,618,0,ok
v8_p02,55,Fray Luis Beltrán,1996,1013,983,1996,0,ok
v8_p02,12,General Alvear,12325,5910,6415,12325,0,ok
v8_p02,16,General Gutierrez,10126,4952,5174,10126,0,ok
v8_p02,4,Godoy Cruz,80024,38037,41987,80024,0,ok
v8_p02,73,Goudge,1852,994,858,1852,0,ok
v8_p02,174,Guanacache,240,127,113,240,0,ok
v8_p02,3,Guaymallén,85718,41403,44315,85718,0,ok
v8_p02,143,Hipólito Irigoyen,481,241,240,481,0,ok
v8_p02,98,Huaco,1217,633,584,1217,0,ok
v8_p02,139,Iglesia,575,284,291,575,0,ok
v8_p02,137,Ingeniero Balloffet,578,270,308,578,0,ok
v8_p02,64,Ingeniero Gustavo André,1929,1021,908,1929,0,ok
v8_p02,24,Jáchal,6886,3299,3587,6886,0,ok
v8_p02,87,Jaime Prats,1454,744,710,1454,0,ok
v8_p02,189,Jarrilla,138,73,65,138,0,ok
v8_p02,56,Jocolí,1994,1094,900,1994,0,ok
v8_p02,140,Juan Jorba,562,336,226,562,0,ok
v8_p02,142,Juan Llerena,488,275,213,488,0,ok
v8_p02,26,Justo Daract,5812,2917,2895,5812,0,ok
v8_p02,57,La Bebida,1992,1038,954,1992,0,ok
v8_p02,194,La Botija,112,68,44,112,0,ok
v8_p02,118,La Cañada,858,447,411,858,0,ok
v8_p02,156,La Carolina,397,213,184,397,0,ok
v8_p02,195,La Ciénaga,101,52,49,101,0,ok
v8_p02,34,La Colonia,3899,1953,1946,3899,0,ok
v8_p02,20,La Consulta,7556,3925,3631,7556,0,ok
v8_p02,62,La Dormida,1952,1042,910,1952,0,ok
v8_p02,175,Lafinur,228,111,117,228,0,ok
v8_p02,81,La Legua,1551,790,761,1551,0,ok
v8_p02,85,La Puntilla,1491,719,772,1491,0,ok
v8_p03,36,Las Casuarinas,3691,1890,1801,3691,0,ok
v8_p03,95,Las Catitas,1246,655,591,1246,0,ok
v8_p03,121,Las Cortaderas,794,399,395,794,0,ok
v8_p03,185,Las Cuevas,163,123,40,163,0,ok
v8_p03,157,Las Chacras,385,192,193,385,0,ok
v8_p03,131,Las Flores,670,347,323,670,0,ok
v8_p03,7,Las Heras,36494,17803,18691,36494,0,ok
v8_p03,71,Las Malvinas,1858,964,894,1858,0,ok
v8_p03,45,La Toma,2352,1180,1172,2352,0,ok
v8_p03,164,Lavaisse,341,184,157,341,0,ok
v8_p03,150,Leandro N. Alem,455,230,225,455,0,ok
v8_p03,88,Los Arboles,1356,695,661,1356,0,ok
v8_p03,129,Los Berros,723,392,331,723,0,ok
v8_p03,59,Los Campamentos,1978,1046,932,1978,0,ok
v8_p03,29,Luján,4418,2187,2231,4418,0,ok
v8_p03,76,Luján,1616,794,822,1616,0,ok
v8_p03,10,Maipú,14951,7389,7562,14951,0,ok
v8_p03,128,Marayes,727,383,344,727,0,ok
v8_p03,83,Marquesado,1514,743,771,1514,0,ok
v8_p03,28,Mayor Drummond,4422,2212,2210,4422,0,ok
v8_p03,102,Médano de Oro,1163,608,555,1163,0,ok
v8_p03,40,Media Agua,3098,1634,1464,3098,0,ok
v8_p03,111,Medrano,977,519,458,977,0,ok
v8_p03,4,Mendoza,109122,50871,58251,109122,0,ok
v8_p03,8,Mercedes,35449,16764,18685,35449,0,ok
v8_p03,123,Merlo,785,377,408,785,0,ok
v8_p03,158,Mogna,383,187,196,383,0,ok
v8_p03,31,Monte Comán,4278,2142,2136,4278,0,ok
v8_p03,193,Mosmota,112,66,46,112,0,ok
v8_p03,127,Naschel,770,386,384,770,0,ok
v8_p03,178,Navia,226,133,93,226,0,ok
v8_p03,90,Niquivil,1301,693,608,1301,0,ok
v8_p03,52,Nueva California,2000,1072,928,2000,0,ok
v8_p03,125,Nueva Galia,781,455,326,781,0,ok
v8_p03,126,Nueve de Julio,776,408,368,776,0,ok
v8_p03,19,Palmira,9645,4812,4833,9645,0,ok
v8_p03,82,Pampa del Chañar,1521,820,701,1521,0,ok
v8_p03,124,Pampa Vieja,782,414,368,782,0,ok
v8_p03,172,Paso Grande,261,122,139,261,0,ok
v8_p03,113,Perdriel,951,484,467,951,0,ok
v8_p03,112,Pie de Palo,975,525,450,975,0,ok
v8_p04,122,Piedra Blanca,790,391,399,790,0,ok
v8_p04,144,Polvaredas,478,278,200,478,0,ok
v8_p04,182,Potrerillo,199,115,84,199,0,ok
v8_p04,186,Potrero de los Funes,151,90,61,151,0,ok
v8_p04,184,Pozo del Tala,174,98,76,174,0,ok
v8_p04,198,Punta del Agua,85,43,42,85,0,ok
v8_p04,176,Punta de Vacas,227,139,88,227,0,ok
v8_p04,39,Quines,3319,1651,1668,3319,0,ok
v8_p04,68,Real del Padre,1877,951,926,1877,0,ok
v8_p04,171,Renca,298,154,144,298,0,ok
v8_p04,180,Retamito,209,122,87,209,0,ok
v8_p04,105,Rinconada,1143,565,578,1143,0,ok
v8_p04,152,Rincón del Este,435,198,237,435,0,ok
v8_p04,11,Rivadavia,14358,6934,7424,14358,0,ok
v8_p04,17,Rivadavia,9896,4729,5167,9896,0,ok
v8_p04,119,Rodeo,832,404,428,832,0,ok
v8_p04,23,Rodeo de la Cruz,6955,3481,3474,6955,0,ok
v8_p04,69,Rodeo del Medio,1965,1073,892,1965,0,ok
v8_p04,97,Rodolfo Iselin (La Llave),1228,650,578,1228,0,ok
v8_p04,51,Russell,2002,1019,983,2002,0,ok
v8_p04,173,Saladillo,250,123,127,250,0,ok
v8_p04,181,San Antonio,201,125,76,201,0,ok
v8_p04,69,San Francisco,1864,876,988,1864,0,ok
v8_p04,66,San Isidro,1881,1012,869,1881,0,ok
v8_p04,190,San Jerónimo,137,71,66,137,0,ok
v8_p04,103,Salto de las Rosas,1158,591,567,1158,0,ok
v8_p04,183,San José del Morro,194,98,96,194,0,ok
v8_p04,2,San Juan,106564,49643,56921,106564,0,ok
v8_p04,6,San Luis,40420,19128,21292,40420,0,ok
v8_p04,9,San Martín,20466,9842,10624,20466,0,ok
v8_p04,84,San Martín,1494,775,719,1494,0,ok
v8_p04,159,San Martín,382,203,179,382,0,ok
v8_p04,147,San Pablo,458,230,228,458,0,ok
v8_p04,5,San Rafael,46599,22267,24332,46599,0,ok
v8_p04,93,San Roque,1249,670,579,1249,0,ok
v8_p04,146,San Roque,465,267,198,465,0,ok
v8_p04,14,Santa Lucía,11659,5640,6019,11659,0,ok
v8_p04,70,Santa María de Oro,1860,959,901,1860,0,ok
v8_p04,42,Santa Rosa,2880,1296,1584,2880,0,ok
v8_p04,199,Talacasto,50,26,24,50,0,ok
v8_p04,177,Talita,226,110,116,226,0,ok
v8_p05,106,Tamberías,1129,602,527,1129,0,ok
v8_p05,72,Tilisarao,1856,891,965,1856,0,ok
v8_p05,145,Trapiche,466,242,224,466,0,ok
v8_p05,79,Tres de Mayo,1574,856,718,1574,0,ok
v8_p05,188,Tucunuco,138,89,49,138,0,ok
v8_p05,132,Tudcum,638,319,319,638,0,ok
v8_p05,18,Tunuyán,9781,4886,4895,9781,0,ok
v8_p05,41,Ullún,2896,1510,1386,2896,0,ok
v8_p05,133,Unión,630,311,319,630,0,ok
v8_p05,38,Uspallata,3525,2521,1004,3525,0,ok
v8_p05,160,Varela,367,224,143,367,0,ok
v8_p05,80,Villa Aberastain,1569,766,803,1569,0,ok
v8_p05,25,Villa Atuel,6072,3095,2977,6072,0,ok
v8_p05,170,Villa de la Quebrada,304,148,156,304,0,ok
v8_p05,134,Villa del Carmen,625,315,310,625,0,ok
v8_p05,77,Villa del Salvador,1592,851,741,1592,0,ok
v8_p05,166,Villa General Roca,325,160,165,325,0,ok
v8_p05,96,Villa Independencia,1232,665,567,1232,0,ok
v8_p05,60,Villa Junín,1972,1022,950,1972,0,ok
v8_p05,21,Villa Krause,7311,3570,3741,7311,0,ok
v8_p05,43,Villa La Paz,2502,1281,1221,2502,0,ok
v8_p05,149,Villa Larca,456,240,216,456,0,ok
v8_p05,27,Villa Malargüe,4523,2312,2211,4523,0,ok
v8_p05,114,Villa Mercedes,928,477,451,928,0,ok
v8_p05,162,Villa Praga,345,179,166,345,0,ok
v8_p05,116,Villa Reynolds,865,741,124,865,0,ok
v8_p05,91,Villa San Agustín,1293,611,682,1293,0,ok
v8_p05,120,Villa San Carlos,809,421,388,809,0,ok
v8_p05,136,Villa Santa Rosa,607,284,323,607,0,ok
v8_p05,99,Villa Santa Rosa,1205,620,585,1205,0,ok
v8_p05,49,Villa Tulumaya,2004,1010,994,2004,0,ok
v8_p05,35,Villa Tupungato,3716,1872,1844,3716,0,ok
v8_p05,86,Villa 25 de Mayo,1460,858,602,1460,0,ok
v8_p05,107,Vista Flores,1126,602,524,1126,0,ok
v8_p05,187,Zanjitas,150,78,72,150,0,ok
v8_p05,46,Zonda,2183,1250,933,2183,0,ok
v9_1_2_p01,127,Aguada Cecilio,298,178,120,298,0,ok
v9_1_2_p01,145,Aguada de Guerra,153,77,76,153,0,ok
v9_1_2_p01,131,Aldea Apeleg,277,178,99,277,0,ok
v9_1_2_p01,51,Alejandro Stefanelli,1346,818,528,1346,0,ok
v9_1_2_p01,8,Allen,11389,6032,5357,11389,0,ok
v9_1_2_p01,62,Alto Río Senguerr,1110,562,548,1110,0,ok
v9_1_2_p01,82,Aluminé,744,368,376,744,0,ok
v9_1_2_p01,95,Andacollo,587,289,298,587,0,ok
v9_1_2_p01,160,Añelo,46,19,27,46,0,ok
v9_1_2_p01,68,Astra,1019,587,432,1019,0,ok
v9_1_2_p01,143,Auca Mahuída,167,116,51,167,0,ok
v9_1_2_p01,153,Bahía Laura,115,76,39,115,0,ok
v9_1_2_p01,99,Bajada del Agrio,560,289,271,560,0,ok
v9_1_2_p01,65,Barda del Medio,1073,560,513,1073,0,ok
v9_1_2_p01,5,Bariloche,15995,7876,8119,15995,0,ok
v9_1_2_p01,157,Barrio Laprida y Manantial Rosales,81,66,15,81,0,ok
v9_1_2_p01,158,Benjamín Zorrilla,73,47,26,73,0,ok
v9_1_2_p01,123,Buen Pasto,332,192,140,332,0,ok
v9_1_2_p01,101,Buta Ranquil,527,249,278,527,0,ok
v9_1_2_p01,25,Caleta Olivia,3639,2112,1527,3639,0,ok
v9_1_2_p01,103,Camarones,501,305,196,501,0,ok
v9_1_2_p01,42,Cañadón Seco,1700,1617,83,1700,0,ok
v9_1_2_p01,19,Centenario,4922,2691,2231,4922,0,ok
v9_1_2_p01,116,Centro Río Mayo,376,221,155,376,0,ok
v9_1_2_p01,89,Cervantes,703,354,349,703,0,ok
v9_1_2_p01,11,Cinco Saltos,10196,5306,4890,10196,0,ok
v9_1_2_p01,3,Cipolletti,19862,10312,9550,19862,0,ok
v9_1_2_p01,137,Clemente Onelli,227,123,104,227,0,ok
v9_1_2_p01,125,Colan-Conhué,306,177,129,306,0,ok
v9_1_2_p01,88,Colonia Catriel,707,432,275,707,0,ok
v9_1_2_p01,38,Colonia Las Heras,1880,1022,858,1880,0,ok
v9_1_2_p01,74,Comallo,901,457,444,901,0,ok
v9_1_2_p01,50,Comandante Luis Piedrabuena,1441,768,673,1441,0,ok
v9_1_2_p01,1,Comodoro Rivadavia,35966,18747,17219,35966,0,ok
v9_1_2_p01,106,Cona Niyeo,446,243,203,446,0,ok
v9_1_2_p01,63,Contralmirante Cordero,1106,609,497,1106,0,ok
v9_1_2_p01,91,El Corcovado,641,345,296,641,0,ok
v9_1_2_p01,76,Coronel Belisle,827,471,356,827,0,ok
v9_1_2_p02,120,Coronel Eugenio del Busto,363,186,177,363,0,ok
v9_1_2_p02,58,Coronel Gómez,1161,672,489,1161,0,ok
v9_1_2_p02,155,Cubanea,99,64,35,99,0,ok
v9_1_2_p02,10,Cutral-Có,11292,5684,5608,11292,0,ok
v9_1_2_p02,129,Challacó,287,178,109,287,0,ok
v9_1_2_p02,115,Chelforo,384,206,178,384,0,ok
v9_1_2_p02,37,Chichinales,1962,1076,886,1962,0,ok
v9_1_2_p02,64,Chimpay,1103,617,486,1103,0,ok
v9_1_2_p02,30,Choele-Choel,3079,1583,1496,3079,0,ok
v9_1_2_p02,49,Cholita,1458,731,727,1458,0,ok
v9_1_2_p02,31,Chos-Malal,2874,1334,1540,2874,0,ok
v9_1_2_p02,83,Darwin,737,402,335,737,0,ok
v9_1_2_p02,28,Deseado,3120,1645,1475,3120,0,ok
v9_1_2_p02,60,Diadema Argentina,1139,630,509,1139,0,ok
v9_1_2_p02,59,Dique Florentino Ameghino,1160,707,453,1160,0,ok
v9_1_2_p02,53,Dolavon,1277,680,597,1277,0,ok
v9_1_2_p02,34,El Bolsón,2607,1280,1327,2607,0,ok
v9_1_2_p02,98,El Calafate,567,305,262,567,0,ok
v9_1_2_p02,121,El Cuy,355,213,142,355,0,ok
v9_1_2_p02,90,El Cholar,672,337,335,672,0,ok
v9_1_2_p02,126,El Huecu,298,136,162,298,0,ok
v9_1_2_p02,35,El Maitén,2382,1171,1211,2382,0,ok
v9_1_2_p02,141,El Mayoco,178,98,80,178,0,ok
v9_1_2_p02,94,El Turbio,593,470,123,593,0,ok
v9_1_2_p02,70,Epuyén,957,501,456,957,0,ok
v9_1_2_p02,12,Esquel,9900,4879,5021,9900,0,ok
v9_1_2_p02,108,Facundo,430,238,192,430,0,ok
v9_1_2_p02,156,Fitz Roy,98,50,48,98,0,ok
v9_1_2_p02,52,Gaiman,1286,646,640,1286,0,ok
v9_1_2_p02,130,Gan Gan,281,131,150,281,0,ok
v9_1_2_p02,159,Gastre,67,34,33,67,0,ok
v9_1_2_p02,78,Gobernador Costa,803,383,420,803,0,ok
v9_1_2_p02,79,Gobernador Gregores,772,404,368,772,0,ok
v9_1_2_p02,85,General Conesa,716,343,373,716,0,ok
v9_1_2_p02,36,General Fernández Oro,2079,1161,918,2079,0,ok
v9_1_2_p02,46,General E. Godoy,1591,928,663,1591,0,ok
v9_1_2_p02,128,General Lorenzo Vintter,290,165,125,290,0,ok
v9_1_2_p02,2,General Roca,21969,11218,10751,21969,0,ok
v9_1_2_p03,80,Guardia Mitre,746,366,380,746,0,ok
v9_1_2_p03,113,Gualjaina,389,205,184,389,0,ok
v9_1_2_p03,29,Ingeniero Huergo,3083,1657,1426,3083,0,ok
v9_1_2_p03,33,Ingeniero Jacobacci,2656,1332,1324,2656,0,ok
v9_1_2_p03,107,Jaramillo,437,264,173,437,0,ok
v9_1_2_p03,61,José de San Martín,1143,588,555,1143,0,ok
v9_1_2_p03,142,Juan de Garay,174,102,72,174,0,ok
v9_1_2_p03,56,Junín de los Andes,1183,552,631,1183,0,ok
v9_1_2_p03,32,Kilómetro 8 (Petroquímica),2783,1545,1238,2783,0,ok
v9_1_2_p03,135,Lago Blanco,244,148,96,244,0,ok
v9_1_2_p03,96,Lago Futalaufquen,578,285,293,578,0,ok
v9_1_2_p03,117,Llao-Llao,376,215,161,376,0,ok
v9_1_2_p03,55,Lamarque,1207,586,621,1207,0,ok
v9_1_2_p03,69,Las Coloradas,975,503,472,975,0,ok
v9_1_2_p03,40,Las Lajas,1805,1039,766,1805,0,ok
v9_1_2_p03,122,Las Ovejas,341,161,180,341,0,ok
v9_1_2_p03,139,Las Plumas,182,93,89,182,0,ok
v9_1_2_p03,111,Leleque,401,248,153,401,0,ok
v9_1_2_p03,75,Loncopué,856,405,451,856,0,ok
v9_1_2_p03,86,Los Antiguos,709,392,317,709,0,ok
v9_1_2_p03,41,Los Menucos,1749,915,834,1749,0,ok
v9_1_2_p03,67,Luis Beltrán,1058,529,529,1058,0,ok
v9_1_2_p03,148,Mainque,126,61,65,126,0,ok
v9_1_2_p03,109,Manantiales Behr,426,303,123,426,0,ok
v9_1_2_p03,152,Mancha Blanca,116,70,46,116,0,ok
v9_1_2_p03,39,Maquinchao,1851,951,900,1851,0,ok
v9_1_2_p03,97,Mariano Moreno,568,283,285,568,0,ok
v9_1_2_p03,138,Mencué,208,103,105,208,0,ok
v9_1_2_p03,87,Ministro Ramos Mejía,708,367,341,708,0,ok
v9_1_2_p03,4,Neuquén,16738,8306,8432,16738,0,ok
v9_1_2_p03,93,Norquincó,602,299,303,602,0,ok
v9_1_2_p03,133,Pampa del Castillo,272,231,41,272,0,ok
v9_1_2_p03,66,Paso de Indios,1067,593,474,1067,0,ok
v9_1_2_p03,47,Perito Moreno,1587,837,750,1587,0,ok
v9_1_2_p03,48,Pico Truncado,1527,1268,259,1527,0,ok
v9_1_2_p03,104,Picún-Leufú,495,261,234,495,0,ok
v9_1_2_p03,151,Pichi-Mahuída,123,66,57,123,0,ok
v9_1_2_p03,144,Piedra del Aguila,155,75,80,155,0,ok
v9_1_2_p03,112,Pilcaniyeu,395,201,194,395,0,ok
v9_1_2_p04,154,Planta Compresora Conesa,101,47,54,101,0,ok
v9_1_2_p04,54,Playa Bonita,1249,786,463,1249,0,ok
v9_1_2_p04,20,Plaza Huincul,4906,2556,2350,4906,0,ok
v9_1_2_p04,72,Plottier,934,492,442,934,0,ok
v9_1_2_p04,92,Pomona,607,326,281,607,0,ok
v9_1_2_p04,134,Puerto Coyle,251,176,75,251,0,ok
v9_1_2_p04,140,Puerto Lobos,178,116,62,178,0,ok
v9_1_2_p04,16,Puerto Madryn,5586,2787,2799,5586,0,ok
v9_1_2_p04,110,Puerto Pirámides,425,286,139,425,0,ok
v9_1_2_p04,146,Quili Malal,136,72,64,136,0,ok
v9_1_2_p04,22,Rawson,4109,2204,1905,4109,0,ok
v9_1_2_p04,15,Río Colorado,5892,3077,2815,5892,0,ok
v9_1_2_p04,84,Río Chico,719,372,347,719,0,ok
v9_1_2_p04,6,Río Gallegos,14439,8471,5968,14439,0,ok
v9_1_2_p04,23,Río Grande,3666,2359,1307,3666,0,ok
v9_1_2_p04,71,Río Mayo,937,460,477,937,0,ok
v9_1_2_p04,73,Río Pico,915,462,453,915,0,ok
v9_1_2_p04,149,Río Villegas,125,88,37,125,0,ok
v9_1_2_p04,17,San Antonio Oeste,5278,2686,2592,5278,0,ok
v9_1_2_p04,119,San Javier,370,221,149,370,0,ok
v9_1_2_p04,24,San Julián,3649,1967,1682,3649,0,ok
v9_1_2_p04,21,San Martín de los Andes,4567,2557,2010,4567,0,ok
v9_1_2_p04,132,San Pedro,274,159,115,274,0,ok
v9_1_2_p04,57,Santa Cruz,1178,608,570,1178,0,ok
v9_1_2_p04,18,Sarmiento,4922,3102,1820,4922,0,ok
v9_1_2_p04,114,Senillosa,389,224,165,389,0,ok
v9_1_2_p04,100,Sierra Colorada,541,258,283,541,0,ok
v9_1_2_p04,102,Sierra Grande,512,284,228,512,0,ok
v9_1_2_p04,81,Tecka,745,430,315,745,0,ok
v9_1_2_p04,150,Tellier,123,64,59,123,0,ok
v9_1_2_p04,105,Telsen,490,294,196,490,0,ok
v9_1_2_p04,7,Trelew,11852,5747,6105,11852,0,ok
v9_1_2_p04,136,Tres Lagos,227,161,66,227,0,ok
v9_1_2_p04,44,Trevelín,1642,829,813,1642,0,ok
v9_1_2_p04,118,Tricao Malal,370,195,175,370,0,ok
v9_1_2_p04,27,Ushuaia,3398,2179,1219,3398,0,ok
v9_1_2_p04,43,Valcheta,1697,778,919,1697,0,ok
v9_1_2_p04,14,Viedma,7253,3585,3668,7253,0,ok
v9_1_2_p04,77,Villa La Angostura,804,431,373,804,0,ok
v9_1_2_p05,124,Villa Llanquín,324,153,171,324,0,ok
v9_1_2_p05,9,Villa Regina,11360,5954,5406,11360,0,ok
v9_1_2_p05,45,Vista Alegre,1606,874,732,1606,0,ok
v9_1_2_p05,26,Yacimiento Río Turbio,3506,2796,710,3506,0,ok
v9_1_2_p05,147,Yacimiento Petrolífero Solano,127,73,54,127,0,ok
v9_1_2_p05,13,Zapala,7497,4150,3347,7497,0,ok
